 Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48 USA49  AUST
 2014  9 -0.47 -0.75 -0.36 -0.76 -0.77 -0.75 -0.18 -0.70 -0.07 -0.87 -0.85 -0.87 -0.69 -0.76 -0.62  0.17 -0.54  0.29 -0.13 -0.14 -0.12  0.48 -0.38  0.89 -1.44 -1.41 -0.27
 2014 10 -0.43 -0.57 -0.38 -0.83 -0.67 -0.93 -0.03 -0.35  0.03 -1.01 -1.05 -0.99 -0.72 -0.55 -0.87  0.46  0.15  0.52 -0.24  0.08 -0.60  2.27  1.66  2.55 -1.32 -0.88 -0.70
 2014 11 -0.42 -0.28 -0.47 -0.51 -0.31 -0.63 -0.33 -0.19 -0.35 -0.85 -0.76 -0.87 -0.33 -0.20 -0.45 -0.05  0.25 -0.10 -0.00  0.15 -0.18  0.51  1.19  0.19 -0.31 -0.19 -0.57
 2014 12 -0.37 -0.26 -0.42 -0.38 -0.20 -0.50 -0.37 -0.40 -0.36 -0.67 -0.58 -0.69 -0.25 -0.09 -0.39 -0.19 -0.27 -0.17 -0.67 -0.20 -1.21  0.27 -0.23  0.51 -0.65 -0.65 -0.52
 2015  1 -0.40 -0.23 -0.46 -0.06 -0.05 -0.07 -0.73 -0.64 -0.75 -1.01 -0.92 -1.04  0.42  0.19  0.62 -0.56 -0.46 -0.58  3.73  2.78  4.82 -0.17 -0.07 -0.22 -2.13 -1.91 -0.88
 2015  2 -0.32 -0.46 -0.27 -0.43 -0.64 -0.29 -0.21 -0.04 -0.25 -0.16 -0.22 -0.14 -0.61 -0.76 -0.47 -0.21  0.12 -0.26 -2.61 -2.63 -2.58  0.14  0.13  0.15 -0.47 -0.62  0.13
 2015  3 -0.22 -0.67 -0.04 -0.50 -0.99 -0.18  0.05  0.06  0.05  0.09  0.20  0.06 -0.82 -1.33 -0.36  0.05  0.02  0.05 -3.81 -3.94 -3.66 -0.13 -0.11 -0.14 -0.39 -0.46 -0.00
 2015  4 -0.38 -0.43 -0.36 -0.28 -0.39 -0.21 -0.48 -0.51 -0.48 -0.75 -0.68 -0.77 -0.02 -0.32  0.25 -0.35 -0.35 -0.35  2.94  2.23  3.75  0.33 -0.13  0.54 -0.49  0.34 -0.25
 2015  5 -0.31 -0.18 -0.36 -0.22 -0.07 -0.31 -0.40 -0.43 -0.39 -0.42 -0.29 -0.45 -0.07  0.00 -0.14 -0.43 -0.59 -0.40  1.45  1.18  1.76 -0.47 -0.79 -0.32 -0.31 -0.30 -0.24
 2015  6 -0.24 -0.26 -0.24 -0.23 -0.17 -0.27 -0.25 -0.44 -0.21 -0.42 -0.43 -0.42 -0.12 -0.10 -0.13 -0.18 -0.47 -0.13  0.74  0.61  0.89  0.39 -0.24  0.68 -0.98 -0.78 -0.11
 2015  7 -0.15  0.11 -0.25  0.07  0.21 -0.03 -0.36 -0.13 -0.41 -0.18 -0.15 -0.18  0.21  0.32  0.11 -0.47 -0.15 -0.53  0.51  0.66  0.33 -0.50 -0.68 -0.41  0.21  0.33 -0.07
 2015  8 -0.23  0.34 -0.45  0.44  0.57  0.37 -0.90 -0.19 -1.04  0.50  0.57  0.48  0.43  0.57  0.30 -1.65 -0.78 -1.81  0.29  0.37  0.20 -1.71 -1.40 -1.86  0.66  0.65  0.06
 2015  9 -0.27  0.17 -0.44  0.32  0.41  0.27 -0.86 -0.38 -0.95  0.62  0.72  0.60  0.20  0.34  0.06 -1.67 -1.26 -1.74  0.01  0.17 -0.16 -3.38 -2.78 -3.66  0.12  0.09 -0.20
 2015 10 -0.17 -0.12 -0.19  0.32  0.32  0.32 -0.67 -1.12 -0.57  0.96  0.96  0.96  0.06  0.20 -0.07 -1.60 -2.84 -1.38  0.06  0.24 -0.14 -8.02 -8.35 -7.86 -0.72 -0.75  0.87
 2015 11 -0.26 -0.83 -0.03 -0.24 -0.62  0.00 -0.28 -1.31 -0.06  0.55  0.58  0.55 -0.61 -0.89 -0.36 -0.77 -2.91 -0.39 -2.13 -2.17 -2.09 -6.03 -8.03 -5.08 -0.37 -0.98  0.84
 2015 12 -0.29 -0.76 -0.10 -0.64 -0.90 -0.48  0.06 -0.44  0.17  0.52  0.68  0.48 -1.22 -1.28 -1.17 -0.21 -1.37 -0.00 -5.09 -4.36 -5.92 -2.66 -4.21 -1.92  0.31 -0.46  0.65
 2016  1 -0.29 -0.47 -0.22 -0.44 -0.72 -0.26 -0.14  0.11 -0.19 -0.08 -0.00 -0.10 -0.62 -0.93 -0.35 -0.19  0.23 -0.26 -5.59 -5.28 -5.94 -0.04  0.09 -0.10  2.62  2.62  0.87
 2016  2 -0.21 -0.19 -0.21 -0.25 -0.22 -0.26 -0.17 -0.13 -0.18 -0.21 -0.09 -0.25 -0.24 -0.25 -0.23 -0.17 -0.17 -0.16 -2.39 -1.92 -2.93  0.01 -0.10  0.06  2.42  2.90 -0.10
 2016  3 -0.38 -0.21 -0.45  0.08  0.07  0.08 -0.85 -0.85 -0.85 -1.34 -1.33 -1.35  0.84  0.45  1.19 -0.60 -0.52 -0.62  5.60  4.34  7.05 -0.70 -0.86 -0.62 -0.19  0.65 -0.51
 2016  4 -0.55 -0.23 -0.68 -0.29  0.07 -0.51 -0.82 -0.91 -0.80 -1.24 -1.07 -1.28  0.21  0.36  0.08 -0.59 -0.76 -0.56  1.97  1.87  2.08 -0.90 -0.91 -0.89 -0.47 -0.36 -0.50
 2016  5 -0.61 -0.56 -0.62 -0.72 -0.48 -0.87 -0.49 -0.73 -0.44 -1.26 -1.17 -1.29 -0.44 -0.28 -0.59 -0.08 -0.47 -0.01 -0.54 -0.41 -0.69 -0.19 -0.02 -0.27  0.36  0.06 -1.30
 2016  6 -0.70 -0.82 -0.65 -0.97 -0.81 -1.07 -0.43 -0.83 -0.34 -1.34 -1.34 -1.34 -0.78 -0.67 -0.88  0.06 -0.43  0.15 -0.47 -0.60 -0.33  0.43 -0.04  0.66 -1.30 -1.17 -1.13
 2016  7 -0.74 -0.87 -0.69 -0.87 -0.73 -0.96 -0.61 -1.18 -0.50 -1.20 -1.25 -1.18 -0.70 -0.60 -0.80 -0.30 -1.13 -0.15 -0.27 -0.36 -0.16 -0.16 -0.86  0.17 -0.57 -0.55 -1.86
 2016  8 -0.71 -0.82 -0.66 -0.88 -0.82 -0.92 -0.54 -0.82 -0.48 -1.08 -1.03 -1.09 -0.75 -0.75 -0.75 -0.27 -0.71 -0.20 -0.49 -0.70 -0.25  0.17 -0.39  0.44 -0.45 -0.51 -1.33
 2016  9 -0.61 -0.85 -0.52 -0.94 -0.97 -0.92 -0.29 -0.59 -0.23 -1.15 -1.21 -1.13 -0.81 -0.89 -0.74  0.14 -0.17  0.20 -0.22 -0.45  0.04  2.11  1.27  2.50 -1.03 -0.94 -0.87
 2016 10 -0.57 -0.61 -0.55 -0.74 -0.72 -0.76 -0.39 -0.37 -0.40 -0.73 -0.66 -0.76 -0.73 -0.72 -0.74 -0.23 -0.18 -0.24 -0.55 -0.45 -0.66  1.10  1.11  1.09 -1.22 -1.42 -1.47
 2016 11 -0.69 -0.32 -0.84 -0.89 -0.65 -1.04 -0.49  0.45 -0.69 -1.06 -0.97 -1.08 -0.77 -0.56 -0.95 -0.22  1.49 -0.52  2.42  2.22  2.65  2.91  5.38  1.74 -2.83 -2.07 -1.13
 2016 12 -0.58 -0.54 -0.59 -0.83 -0.66 -0.93 -0.33 -0.28 -0.34 -0.70 -0.73 -0.69 -0.88 -0.61 -1.13 -0.14 -0.04 -0.16  0.11 -0.03  0.26  1.49  2.03  1.23 -1.74 -2.19 -1.76
 2017  1 -0.43 -0.52 -0.40 -0.42 -0.46 -0.39 -0.45 -0.66 -0.40 -0.23 -0.24 -0.23 -0.50 -0.49 -0.50 -0.58 -1.05 -0.49 -0.75 -0.89 -0.59 -0.37 -0.27 -0.42 -0.80 -1.06 -2.41
 2017  2 -0.42 -0.31 -0.46 -0.42 -0.26 -0.52 -0.42 -0.43 -0.42 -0.28 -0.22 -0.30 -0.43 -0.23 -0.61 -0.55 -0.70 -0.52  1.64  1.51  1.79 -0.37 -0.53 -0.29 -1.23 -0.83 -0.90
 2017  3 -0.38 -0.74 -0.24 -0.54 -0.92 -0.30 -0.22 -0.34 -0.20  0.09  0.05  0.11 -0.81 -1.13 -0.52 -0.45 -0.77 -0.40  0.24 -0.65  1.25 -0.86 -1.00 -0.79 -1.61 -1.47 -0.90
 2017  4 -0.36 -0.49 -0.30 -0.43 -0.57 -0.35 -0.28 -0.32 -0.27 -0.01  0.03 -0.03 -0.62 -0.70 -0.54 -0.46 -0.68 -0.42  0.42  0.50  0.34 -0.70 -0.88 -0.62 -0.93 -0.86 -0.73
 2017  5 -0.36 -0.32 -0.37 -0.24 -0.25 -0.23 -0.48 -0.49 -0.48 -0.09 -0.04 -0.10 -0.32 -0.31 -0.32 -0.68 -0.79 -0.66 -0.51 -0.38 -0.65 -1.34 -1.64 -1.20  0.01  0.04  0.13
 2017  6 -0.39 -0.53 -0.33 -0.45 -0.45 -0.45 -0.33 -0.70 -0.25 -0.38 -0.48 -0.35 -0.47 -0.45 -0.48 -0.33 -0.85 -0.23 -0.62 -0.65 -0.60 -1.25 -1.39 -1.18 -0.42 -0.44 -0.02
 2017  7 -0.54 -0.73 -0.47 -0.74 -0.67 -0.78 -0.35 -0.85 -0.24 -0.90 -0.93 -0.89 -0.63 -0.61 -0.65 -0.08 -0.79  0.05 -0.47 -0.48 -0.46 -0.96 -0.91 -0.99 -1.08 -1.13 -0.41
 2017  8 -0.56 -0.83 -0.46 -1.13 -1.03 -1.19  0.01 -0.38  0.09 -1.37 -1.34 -1.38 -0.97 -0.95 -0.99  0.70  0.33  0.76 -0.77 -1.07 -0.42  2.05  1.54  2.29 -0.41 -0.34 -0.49
 2017  9 -0.54 -0.61 -0.52 -1.00 -0.84 -1.11 -0.09 -0.08 -0.09 -1.49 -1.44 -1.50 -0.74 -0.69 -0.79  0.65  0.95  0.60 -0.90 -0.73 -1.09  4.02  3.91  4.07 -0.51 -0.46 -0.71
 2017 10 -0.46 -0.41 -0.48 -0.66 -0.60 -0.70 -0.26  0.03 -0.31 -0.77 -0.82 -0.75 -0.59 -0.54 -0.62 -0.00  0.65 -0.12 -0.07  0.10 -0.27  2.00  2.29  1.86 -0.67 -0.51 -1.15
 2017 11 -0.40 -0.09 -0.52 -0.54 -0.35 -0.66 -0.25  0.51 -0.41 -0.70 -0.69 -0.70 -0.47 -0.26 -0.66 -0.00  1.42 -0.26 -0.88 -0.48 -1.35  2.99  3.55  2.73 -1.78 -1.89 -0.32
 2017 12 -0.42 -0.73 -0.30 -0.68 -0.98 -0.49 -0.16 -0.16 -0.16 -0.53 -0.56 -0.53 -0.79 -1.11 -0.50  0.06  0.21  0.04  0.21 -0.70  1.26  0.55  0.97  0.35  0.35  0.75 -0.41
 2018  1 -0.42 -0.74 -0.30 -0.58 -0.95 -0.34 -0.26 -0.26 -0.26 -0.21 -0.24 -0.21 -0.81 -1.14 -0.51 -0.26 -0.27 -0.25 -3.11 -2.78 -3.49 -0.16 -0.32 -0.08  0.19  0.50 -0.70
 2018  2 -0.55 -0.09 -0.73 -0.07  0.42 -0.39 -1.03 -1.23 -0.98 -1.59 -1.72 -1.55  0.69  0.97  0.43 -0.69 -0.82 -0.67  3.87  3.33  4.50 -0.62 -0.70 -0.57 -3.43 -3.93 -1.21
 2018  3 -0.66 -0.74 -0.63 -0.47 -0.52 -0.44 -0.85 -1.26 -0.76 -1.25 -1.40 -1.20 -0.05 -0.29  0.17 -0.65 -1.13 -0.57  2.27  1.17  3.54 -0.85 -1.37 -0.61  0.34 -0.13 -1.25
 2018  4 -0.47 -0.65 -0.40 -0.65 -0.77 -0.57 -0.29 -0.40 -0.27 -0.37 -0.29 -0.39 -0.79 -0.90 -0.69 -0.27 -0.47 -0.23 -0.75 -0.81 -0.69 -0.57 -0.21 -0.74 -0.86 -1.03 -0.43
 2018  5 -0.36 -0.47 -0.32 -0.53 -0.55 -0.52 -0.20 -0.29 -0.18 -0.35 -0.29 -0.37 -0.61 -0.62 -0.60 -0.13 -0.31 -0.10 -0.27 -0.19 -0.37 -0.15 -0.53  0.03 -1.64 -1.39  0.21
 2018  6 -0.38 -0.46 -0.35 -0.45 -0.43 -0.47 -0.32 -0.53 -0.27 -0.49 -0.52 -0.48 -0.42 -0.41 -0.43 -0.24 -0.54 -0.19 -0.35 -0.34 -0.36 -0.77 -1.32 -0.51 -1.02 -0.82  0.25
 2018  7 -0.49 -0.54 -0.47 -0.45 -0.50 -0.42 -0.52 -0.61 -0.51 -0.53 -0.55 -0.53 -0.37 -0.48 -0.27 -0.55 -0.68 -0.53 -0.21 -0.26 -0.16 -0.81 -1.01 -0.71 -0.52 -0.55 -0.67
 2018  8 -0.50 -0.35 -0.56 -0.28 -0.36 -0.23 -0.72 -0.33 -0.81 -0.12 -0.11 -0.12 -0.33 -0.41 -0.26 -1.08 -0.56 -1.17 -0.10 -0.21  0.02 -2.09 -1.68 -2.29 -0.01 -0.04  0.04
 2018  9 -0.49 -0.45 -0.51 -0.32 -0.36 -0.29 -0.66 -0.65 -0.66 -0.04 -0.01 -0.05 -0.42 -0.44 -0.41 -1.03 -1.18 -1.00 -0.31 -0.47 -0.12 -2.17 -2.61 -1.95 -1.18 -1.62  0.10
 2018 10 -0.47 -0.57 -0.43 -0.34 -0.30 -0.37 -0.60 -1.19 -0.47 -0.34 -0.31 -0.35 -0.32 -0.29 -0.35 -0.75 -1.86 -0.56 -0.48 -0.76 -0.17 -4.17 -4.53 -3.99 -1.03 -1.39  0.42
 2018 11 -0.56 -0.78 -0.47 -0.49 -0.57 -0.44 -0.63 -1.26 -0.50 -0.72 -0.73 -0.71 -0.33 -0.53 -0.16 -0.62 -1.64 -0.44 -0.85 -0.89 -0.81 -2.11 -3.57 -1.42 -0.45 -0.47 -0.39
 2018 12 -0.59 -0.49 -0.63 -0.58 -0.50 -0.64 -0.60 -0.46 -0.62 -0.86 -0.78 -0.88 -0.39 -0.38 -0.41 -0.50 -0.37 -0.52  2.33  1.88  2.85  0.18  0.49  0.04 -0.10  0.75 -1.48
 2019  1 -0.71 -0.58 -0.76 -0.57 -0.50 -0.62 -0.84 -0.77 -0.85 -1.03 -0.95 -1.05 -0.27 -0.34 -0.21 -0.81 -0.78 -0.81  8.53  6.68 10.65 -0.35 -0.36 -0.34 -3.15 -2.66 -1.23
 2019  2 -0.60 -1.01 -0.43 -1.19 -1.39 -1.06 -0.01 -0.16  0.03 -0.13 -0.04 -0.16 -1.68 -1.73 -1.64 -0.00 -0.30  0.05 -1.11 -1.80 -0.32 -0.54 -0.85 -0.39 -2.02 -2.75  0.29
 2019  3 -0.47 -0.73 -0.37 -0.88 -1.06 -0.77 -0.06  0.02 -0.08  0.04  0.16  0.00 -1.31 -1.37 -1.25 -0.17 -0.12 -0.18 -5.21 -4.73 -5.76 -0.19 -0.28 -0.14 -1.31 -2.02 -0.03
 2019  4 -0.50 -0.50 -0.51 -0.40 -0.44 -0.37 -0.61 -0.63 -0.60 -0.47 -0.42 -0.48 -0.35 -0.44 -0.26 -0.70 -0.81 -0.68 -1.92 -1.23 -2.72 -0.74 -0.61 -0.81 -0.16  0.12 -0.88
 2019  5 -0.54 -0.28 -0.65 -0.24 -0.01 -0.38 -0.85 -0.90 -0.84 -0.52 -0.54 -0.52 -0.07  0.14 -0.25 -1.04 -1.17 -1.02  0.99  0.85  1.15 -0.94 -1.26 -0.79  0.22  0.27 -1.01
 2019  6 -0.53 -0.36 -0.60 -0.33 -0.18 -0.44 -0.73 -0.76 -0.72 -0.69 -0.69 -0.69 -0.16 -0.06 -0.25 -0.74 -0.78 -0.73 -0.19 -0.13 -0.26  0.25 -0.36  0.53  0.57  0.40 -0.60
 2019  7 -0.46 -0.53 -0.43 -0.58 -0.44 -0.67 -0.34 -0.74 -0.26 -0.86 -0.89 -0.85 -0.45 -0.33 -0.55 -0.05 -0.59  0.04 -0.28 -0.18 -0.39 -0.29  0.17 -0.51 -0.40 -0.48 -1.16
 2019  8 -0.43 -0.50 -0.41 -0.64 -0.54 -0.71 -0.22 -0.42 -0.18 -0.99 -0.93 -1.01 -0.51 -0.46 -0.55  0.23  0.04  0.26 -0.22 -0.36 -0.06  0.97  1.82  0.57 -0.24 -0.35 -0.46
 2019  9 -0.44 -0.62 -0.38 -1.82 -1.54 -1.99  0.93  1.48  0.81 -2.62 -2.67 -2.61 -1.46 -1.28 -1.62  2.87  4.71  2.55 -0.52 -0.39 -0.67 13.65 15.49 12.78 -1.76 -1.64 -2.01
 2019 10 -0.40 -0.22 -0.48 -1.00 -0.89 -1.07  0.19  1.29 -0.04 -1.26 -1.32 -1.24 -0.91 -0.79 -1.01  1.00  3.31  0.59 -0.95 -0.77 -1.15  7.97 10.22  6.90 -0.50 -0.59 -1.59
 2019 11 -0.42 -0.10 -0.55 -0.57 -0.53 -0.60 -0.28  0.87 -0.51 -1.03 -1.05 -1.03 -0.35 -0.41 -0.30  0.15  2.34 -0.24 -0.96 -0.76 -1.18  4.89  8.22  3.31 -0.42 -0.35 -1.12
 2019 12 -0.32 -0.49 -0.26 -0.32 -0.55 -0.18 -0.32 -0.35 -0.32 -0.70 -0.69 -0.70 -0.14 -0.51  0.19 -0.11 -0.12 -0.11  0.09 -0.37  0.61  0.05  0.44 -0.13  1.42  1.86 -0.45
 2020  1 -0.09 -0.06 -0.10 -0.09  0.10 -0.21 -0.08 -0.40 -0.02 -0.35 -0.46 -0.32  0.03  0.23 -0.15  0.08 -0.31  0.15 -2.45 -1.91 -3.06 -0.13 -0.25 -0.07  1.23  1.27 -0.30
 2020  2  0.23 -0.13  0.38 -0.34 -0.50 -0.25  0.81  0.70  0.83  0.62  0.57  0.64 -0.87 -0.80 -0.92  0.92  0.86  0.93 -6.07 -5.41 -6.83  0.54  0.72  0.45  2.19  1.66  1.08
 2020  3  0.32 -0.11  0.48 -0.12 -0.47  0.11  0.75  0.70  0.76  0.80  0.74  0.82 -0.64 -0.80 -0.49  0.76  0.72  0.77 -7.10 -6.38 -7.94  0.34  0.27  0.37 -0.64 -2.44  1.29
 2020  4  0.00 -0.10  0.04 -0.14 -0.14 -0.15  0.15 -0.01  0.18 -0.05 -0.04 -0.05 -0.20 -0.17 -0.23  0.25  0.04  0.29 -3.87 -3.10 -4.75 -0.52 -0.14 -0.70  1.39  1.29  0.09
 2020  5 -0.44 -0.43 -0.44 -0.43 -0.40 -0.44 -0.45 -0.48 -0.44 -0.83 -0.79 -0.84 -0.19 -0.29 -0.10 -0.28 -0.26 -0.28  0.37  0.19  0.58 -0.77 -0.17 -1.06 -0.08  0.07 -0.05
 2020  6 -0.66 -0.62 -0.68 -0.61 -0.46 -0.70 -0.72 -0.99 -0.66 -0.73 -0.78 -0.71 -0.53 -0.38 -0.66 -0.73 -1.13 -0.66  0.33  0.35  0.30 -0.95 -1.67 -0.61 -0.64 -0.37 -0.73
 2020  7 -0.79 -0.80 -0.79 -0.93 -0.79 -1.01 -0.66 -0.81 -0.63 -0.87 -0.97 -0.84 -0.92 -0.73 -1.09 -0.58 -0.72 -0.55 -0.28 -0.14 -0.43 -0.94 -0.07 -1.36 -1.11 -0.92 -0.99
 2020  8 -0.76 -0.75 -0.77 -0.99 -0.92 -1.03 -0.54 -0.36 -0.57 -0.90 -0.99 -0.87 -1.00 -0.88 -1.10 -0.38  0.05 -0.46 -0.68 -0.53 -0.86 -0.66  0.48 -1.21 -0.79 -0.60  0.34
 2020  9 -0.76 -1.07 -0.63 -0.95 -1.01 -0.91 -0.57 -1.20 -0.43 -0.67 -0.76 -0.64 -1.07 -1.07 -1.06 -0.54 -1.55 -0.36 -0.39 -0.65 -0.09 -1.95 -2.94 -1.48 -1.41 -1.33 -0.86
 Year Mo Globe  Land Ocean   NH   Land Ocean   SH   Land Ocean Trpcs  Land Ocean NoExt  Land Ocean SoExt  Land Ocean NoPol  Land Ocean SoPol  Land Ocean USA48 USA49  AUST
 
 Trend   -0.28 -0.30 -0.28 -0.29 -0.30 -0.29 -0.27 -0.29 -0.26 -0.29 -0.30 -0.29 -0.29 -0.30 -0.29 -0.26 -0.29 -0.26 -0.22 -0.23 -0.21 -0.20 -0.25 -0.17 -0.30 -0.28 -0.30
 
  NOTE:  Version 6.0 as of April 2015
  NOTE:  New Reference for annual cycle 1981-2010
  NOTE:  Version 5.6 as of Jun 2013
  NOTE:  3/13 More accurate grid weighting for USA48
  NOTE:  3/13 Alaska added in USA49, Australia added
 
  GL 90S-90N, NH 0-90N, SH 90S-0, TRPCS 20S-20N
  NoExt 20N-90N, SoExt 90S-20S, NoPol 60N-90N, SoPol 90S-60S
